title,info
"
Infini-T Force(インフィニティフォース)
","ガッチャマン――世界征服を目論む悪の組織ギャラクターと戦った、５人の少年少女からなる特殊チーム「科学忍者隊」の頼もしきリーダー。
キャシャーン――人類に反旗を翻したロボット軍・アンドロ軍団か..."
"
クラシカロイド 第2シリーズ
",変わらぬ日々を過ごす音羽館に、突如少年とカバが現れる。「音羽ワタル」と名乗る少年は、なんと歌苗の弟だという。ベートーヴェン、モーツァルトの部屋を明け渡させたり、特別に豪華な食事を準備したりと...
"
劇場版 はいからさんが通る
","いつだって
大キライは恋のはじまり。
時は大正。
女学校に通う１７歳の花村紅緒は、
いつも明るくケンカっ早いところのあるじゃじゃ馬娘。
親友の環とともに楽しい学園生活を送り、
恋も結婚相手も..."
"
つうかあ
","今季優勝を狙って戦う女子レーサーたちが、
今!駆りだす！"
"
結城友奈は勇者である -鷲尾須美の章-/-勇者の章-
",「結城友奈は勇者である」より２年前、神世紀２９８年。神樹によって選ばれた、小学六年の鷲尾須美は同級生の乃木園子、三ノ輪銀と一緒に世界を守る勇者である。乃木園子と三ノ輪銀は天然だったり元気良す...
"
ガールズ&パンツァー 最終章
",大洗女子が挑む最後の戦い!
"
Wake Up, Girls! 新章
",「アイドルの祭典」で優勝し、全国的に認知度が高まったWUGだが、日本中にアイドルひしめき合う時代、いまだグリーン・リ－ブスエンタテインメントは小規模芸能プロに留まり、WUGもまた東北を中心と...
"
いつだって僕らの恋は10センチだった。
",桜丘高校の入学式。映画研究部の芹沢春輝と美術部の合田美桜は桜の樹の下で出会う。いつの間にか一緒に下校するようになった2人は、高台の階段で他愛もない話をすることが大切な時間になっていた。周りに...
"
ゴッホ～最期の手紙～
",世界中の人々を魅了する名画を残した巨匠フィンセント・ファン・ゴッホ。彼は本当に自ら命を絶ったのか?彼の遺体に残された弾痕の真相は?油絵で動くアートサスペンス!
"
お酒は夫婦になってから
",PR会社で働く水沢千里は無口ながらも、主任の肩書を持つほど有能で、周囲からも尊敬されていた。千里は家に帰ると、夫・壮良の手作りカクテルを愛飲し、仕事の時とは全く違った態度をとるのであった。
"
Dies irae(ディエス・イレ)
",冬の日本を舞台にナチス・ドイツにより生み出された魔導兵器「聖遺物」を操る者達の死闘を描く。
"
干物妹!うまるちゃんR
","グータラを極めた干物妹・うまるが､
コーラとポテイトを片手に､漫画やゲーム､アニメ､ネットサーフィン…､
一緒に暮らす兄・タイヘイを横目に､欲望の赴くままに突き進む!"
"
王様ゲーム The Animation
",遠く離れた高校に転校してきた金沢伸明は、前の学校で経験したある出来事が原因で、クラスメイト達と親しくなることを恐れ心を閉ざしていたが、体育祭でのクラス対抗リレーをきっかけに打ち解けはじめてい...
"
UQ HOLDER!～魔法先生ネギま!2～
",『魔法先生ネギま!』の未来を舞台にした続編。あらゆる手段や過程を経て不老不死の力を持った者達と、新たに不老不死となった主人公の物語。
"
URAHARA
",海外向けアニメ配信サービス・クランチロールで話題のイラストノベル「PARK:HARAJUKU Crisis Team!」のアニメ化。URAHARAは、東京・原宿で、ファッションやスイーツなど...
"
TSUKIPRO THE ANIMATION
",今作ではSolidS・QUELL・SOARA・Growthの4組を中心とした物語が描かれる。
"
Code:Realize 〜創世の姫君〜
",架空のロンドンを舞台に、触れたものを腐敗させる性質を持った少女と、アルセーヌ・ルパンをはじめとする紳士たちが「コード：リアライズ」と呼ばれるテロ計画に立ち向かう様子を描いた乙女ゲーム原作のア...
"
タイムボカン 逆襲の三悪人
",発明王エジソンを探して19世紀後半のアメリカ・ニュージャージー州へやって来たアクダーマの三人。発明のアイデアを出せたらダイナモンドを貰う約束をする。なんでもエジソンは電球をうまく光らせる為の...
"
DCスーパーヒーローズ vs 鷹の爪団
",スーパーマン、バットマン、ワンダーウーマンをはじめとするジャスティス・リーグとスーパーヴィランのジョーカー、ハーレイ・クイン、ペンギンが東京へ大集合！迎え撃つ鷹の爪団の運命は!?
"
ドリフェス!R
",新たに開かれる本当のアイドルへの扉
"
ブレードランナー ブラックアウト 2022
",『ブレードランナー2049』へ至る、空白の30年間。2022年に起きた大停電＜ブラックアウト 2022＞とはー？
"
食戟のソーマ 餐ノ皿
","実家の定食屋「ゆきひら」を手伝いながら料理の腕を磨いてきた幸平創真は、
超エリート料理学校「遠月茶寮料理學園」へと入学する。
創真は学園で様々な料理人たちと出会い、成長を続けるなかで
「自分..."
"
銀魂 ポロリ篇
",今シリーズは新作短編集の『ポロリ篇』
"
僕の彼女がマジメ過ぎるしょびっちな件
",高校生・篠崎遥はクラス委員長を務める香坂秋穂と付き合うことになるも、秋穂が告白直後に四十八手を暗記すると言い出したため戸惑いを覚える。実は、秋穂は恋人である遥を性的に満足させようと努力を重ね...
"
VANISING LINE
",ここはメガロポリス「ラッセルシティ」、すなわちさまざまな人々の夢や希望、そして欲望が渦巻く大都会。そこには、負の感情が凝り固まった「陰我」を抱えた人間も存在し、その者を餌とする魔の存在「ホラ...
"
おにゃんこポン
","「我踊る！故に我在り」
西アフリカの天空神“おにゃんこポン”が女子高生を歌とダンスで救う！―。"
"
EVIL OR LIVE
",私欲のために、絆を使うか。
"
戦刻ナイトブラッド
","ある時、「あなた」の持つスマホが眩い光を放ち、混乱する。光が収まり落ち着くと、そこは見たこともない戦乱の異世界「神牙」（しんが）であった。
この世界は現実世界で言うと日本の戦国時代のように武..."
"
PEANUTS スヌーピー ショートアニメ
",世界で最も有名なビーグル犬・スヌーピーとチャーリー・ブラウンのほか、個性豊かなキャラクターたちが繰り広げるかわいらしいストーリーが詰まった１話完結のショートアニメーション。
"
ファイアボール ユーモラス
",全人類以外待望。高密度インダストリアル・ギャグ短編アニメーション「ファイアボール」シリーズ。いかにも、二度あることは三度ある。
"
映画 キラキラ☆プリキュアアラモード -パリッと!想い出のミルフィーユ!-
",キャッチコピーは｢街（パリ）がスイーツになっちゃった!?重なり合うみんなの想いが、奇跡を起こす!｣
"
我は神なり
",ダム建設によって水没予定地となった村に、粗暴なトラブルメーカーのミンチョルが久しぶりに帰ってくる。ところがミンチョルの妻子を含む村人たちは皆、彼の不在中に建てられた教会に通い、若きカリスマ牧...
"
Robomasters(ロボマスターズ)
",中国で実際に開催されている「全国大学生ロボット大会」を舞台に、ロボマスターズの大会に参加する大学生たちが日々の技術開発に取り組み、苦悩しながら努力を重ねていく姿を描く。
"
GLAMOROUS HEROES(グラマラスヒーローズ)
","主人公の元トッププロゲーマー青葉海人は、ドーピング疑惑で剥奪されたプロ資格を再び取り戻すべくゲーム界へ復帰。海人を陥れようとする陰謀に仲間達と立ち向かう。
ゲームを純粋に愛するプレイヤー達が..."
"
aiseki MOGOL GIRL
","“新体験”モールで出来たコマ撮りアニメ。
相席喫茶「MOGOL CAFE(モール・カフェ）」で繰り広げられるシュール・コメディ!"
"
シルバニアファミリーミニストーリー
",自然いっぱいのシルバニア村や、夢が膨らむあこがれの街を舞台に心優しいショコラウサギの女の子と、くるみリスくんをはじめとした、元気いっぱいの仲間たちが大活躍するストーリー
"
俺たちゃ妖怪人間
",49年の時を経て、3人の妖怪人間たちが復活!
"
お見合い相手は教え子、強気な、問題児
","菜乃は生徒に慕われる人気教師。
しかし、男子生徒である宗二にだけはいつも手を焼いていた。
そんなある日、知り合いの紹介でお見合いをする事に。
奥手ゆえに最初は不安だらけの菜乃だったが、次第に..."
"
大正ちっちゃいさん
",大正時代を舞台に、霊の見える青年と異能の人々の出会いを描く。
"
ディアホライゾン(被)
",もはや未踏の地は存在しないとされる世界。冒険は意味を失い、ただの仕事と化してしまったこの時代に、サラリーマンのように働く冒険者の姿があった…!
