title,info
"
宝石の国
",過去に「にんげん」が存在したと伝えられる世界。地上の生物は海中で微小生物（インクルージョン）に食われ無機物となり、長い年月を経て、その無機物から宝石の体を持つ人型の生物が生まれた。28人の宝...
"
魔法使いの嫁(TV版)
",少女チセと人ではない魔法使いエリアスの2人を中心とした現代魔法ファンタジーストーリー。キャッチフレーズは「人外×少女」、「これは、世界の美しさを識るための物語」
"
血界戦線&BEYOND
",待ちに待った新作ゲームを前に、テンションが上がるレオ。そんな彼のもとに、ザップから突然の連絡が入る。言われるがままに窓を開けたレオの前に転がり込んできた箱――そのなかには、異界と人間界の架け...
"
ラブライブ!サンシャイン!!(第2期)
","静岡県沼津市の海辺の町、内浦にある私立浦の星女学院。
駿河湾のかたすみにある小さな高校で
2年生の高海千歌を中心とした9人の少女たちが、大きな夢を抱いて立ち上がる。
それは、キラキラと輝く“..."
"
キノの旅 -the Beautiful World- the Animated Series
","主人公の人間キノと言葉を話す二輪車エルメスは、目的もなく、
世界をあちこち旅している。
世界のあちこちには個性豊かな国があり、
人々は自分たちなりの法や常識をもって暮らしていて、
キノとエル..."
"
少女終末旅行
",文明が崩壊した終末世界を”ふたりぼっち”で生きるチトとユーリ。半装軌車・ケッテンクラートで廃墟をさまよい、食料を求めてひたすら移動を続ける二人は、旅の道中でさまざまな文明の痕跡に出会う。
"
おそ松さん第2期
","帰ってきたら、やっぱりバカ。
予測不能のギャグコメディ、再び!"
"
十二大戦
",どこかの世界。十二年に一度、十二支の戦士が集い争う「大戦」があった。今回は十二回目。頂点に立った一人は「どうしても叶えたいたったひとつの願い」を成就する事が出来る。十二人の戦士はそれぞれの想...
"
いぬやしき
",老年を迎える冴えないサラリーマン・犬屋敷壱郎は、会社や家庭からも疎外された生活を送っており、ようやく購入した一戸建てすらも、家族の歓心を得ることができなかった。追い打ちをかけるように胃ガンだ...
"
ブレンド・S
",主人公・桜ノ宮苺香は生まれつき目つきが悪いためにバイトの面接に受からず悩むが、ふとしたきっかけで喫茶店を経営するディーノと出会い、彼の計らいで喫茶店で働くことになる。しかし、その喫茶店は実は...
"
GODZILLA 怪獣惑星
",二十世紀最後の夏。その日人類は、地球という惑星の支配者が自分達だけではないと知った―――。
"
Just Because!
","高校三年の冬。
残りわずかとなった高校生活。
このまま、なんとなく卒業していくのだと誰もが思っていた。

突然、彼が帰ってくるまでは。

中学の頃に一度は遠くの街へと引っ越した同級生。
季節..."
"
DYNAMIC CHORD(ダイナミックコード)
",華やかな世界に身を置く16人のバンドメンバーが、様々な出会いや別れを経てそれぞれが目指しステージに向けて奏でていく軌跡。
"
妹さえいればいい。
",妹バカの小説家「羽島伊月」の周囲にはいつも個性的な人物が集まっていた。銀髪碧眼美少女の「可児那由多」。彼女は小説家仲間として伊月の部屋によく遊びに行っている。そして、恋、友情、そして夢に悩む...
"
ブラッククローバー
",魔法がすべてのとある世界で、 生まれながらに魔法が使えない上、 貧民の捨て子として生まれた少年アスタ。 彼は己の力を証明する為、また友との約束を果たす為、 魔法使いの頂点「魔法帝」を目指す。
"
ネト充のススメ
",主人公である盛岡森子は、会社生活に疲れ辞職、無職生活を送っている。そんな盛岡森子が考えたのは、「2.5次元の充実生活」すなわち現実世界では無職でコンビニに行くのも躊躇する引きこもりニートが、...
"
このはな綺譚
","八百比丘尼に拾われ育てられた野狐（狐っ娘）の柚は、社会勉強のために高級温泉旅館・此花亭の仲居となる。
柚は個性的な先輩仲居たちと日常を過ごす中で彼女らの優しさに触れ、また此花亭を訪れる様々な..."
"
劇場版Fate/stay night[Heaven's Feel]
","「もしわたしが悪い人になったら
許せませんか？」

少年は少女を守りたい。そう、思った。
魔術師〈マスター〉と英霊〈サーヴァント〉が、あらゆる願いをかなえる願望機
「聖杯」をめぐり戦う――「..."
"
アニメガタリズ
",私、アニメが好きなんです!うっかり世界を滅ぼしてしまいました…
"
鬼灯の冷徹(第弐期)
",騒々しくも楽しい地獄の毎日が今再び幕を開ける！
"
クジラの子らは砂上に歌う
","砂がすべてを覆い尽くす世界。砂の海に浮かぶ巨大な漂泊船“泥クジラ”で暮らす人々の多くは、感情を発動源とする超能力“情念動（サイミア）”を操るも短命だった。
「外界から閉ざされた“泥クジラ”で..."
"
3月のライオン 第2シリーズ
",笑って、泣いて、戦って。
"
アイドルマスター SideM
",できたばかりの小さな芸能事務所「315プロダクション」。そこにスカウトされて集まってきた男性アイドルたち。元弁護士、元外科医、元パイロット―――様々な前職を持ち、それぞれの想いを胸にアイドル...
