title,info
"
Fate/Zero
",日本の地方都市・冬木市では、七組の魔術師（マスター）と使い魔（サーヴァント）による「聖杯戦争」が繰り返されている。1990年代の初秋、四度目の聖杯戦争が始まる。主人公・衛宮切嗣は、名家アイン...
"
ちはやふる
",小学6年の綾瀬千早の夢は、お姉ちゃんの千歳が日本一のモデルになることであった。しかし、福井から来た転校生・綿谷新に「自分のことでないと夢にしてはいけない」と諭される。そんな新の夢は競技かるた...
"
ギルティクラウン
",友達を武器に使う。それは僕が戴きし、罪の王冠―――
"
未来日記
",周囲に関わろうとせず「傍観者」であることを望む中学2年生の少年・天野雪輝は、見聞きした全てを携帯電話の日記に付けていた。友人と呼べるのは、時空王「デウス・エクス・マキナ」と彼の小間使い「ムル...
"
WORKING'!!
",北海道某所にあるファミリーレストラン「ワグナリア」。あるきっかけで小鳥遊宗太はワグナリアでバイトとして勤務することになった。初日、意気込んでそのワグナリアに初出勤する宗太であったが、店長の白...
"
僕は友達が少ない
",ある日、小鷹はいつも不機嫌そうにしている同級生の三日月夜空が1人で楽しげに喋っているのを目撃。エア友達と話していたと釈明する夜空は、友達を作るために隣人部（りんじんぶ）という部活を創部し、小...
"
ベン・トー
",寮の近くのスーパーに入った高校1年生の佐藤洋は、目の前で半額シールを貼られた弁当に手を伸ばした直後に意識を失い、気がつくと精肉コーナーの前で倒れていた。すでに半額弁当は消え、残った惣菜もその...
"
Persona4 the ANIMATION
",本作は、田舎町に住む親戚の家に一時預けられることになった高校生の主人公が、町で起こる怪奇連続殺人事件の謎と、その裏に潜む異界の存在に仲間達と共に挑んでゆくアニメである。
"
機動戦士ガンダムAGE
","“上”のヤツらは裕福な生活を送りながら、くだらない思想をぶつけ合っている。
 俺達は、そのしわ寄せでこんな生活を……強いられているんだッ！"
"
境界線上のホライゾン
",人類が天上から戻った時代。唯一人類が地球上で生活可能な土地を舞台に、改めて人類が天上へ戻ることを目的として過去の歴史を再現する世界。極東と呼ばれる国の独立領土「武蔵」にある学院の生徒たちを取...
"
たまゆら ～hitotose～
",待っていてくれるのは、暖かな笑顔と、おかえりなさい。
"
灼眼のシャナIII -FINAL-
",御崎市で平凡な日常を過ごしていた高校生の坂井悠二は、怪物の出現と共に非日常の世界に巻き込まれ、名も無き少女と出逢った。その名も無き少女は、人知れず人を喰らう異世界人“紅世の徒”を探し討滅する...
"
ましろ色シンフォニー -The color of lovers-
","ごく普通の中流家庭の人々が住む「新市街」と、裕福層が主に暮らす「旧市街」の2つの区域から成る町「各務台（かがみだい）」。
新市街に住む少年「新吾」が通っている「私立各務台学園」が、経営難に..."
"
UN-GO
",“終戦”を迎えたばかりの近未来の東京。そこでは、探偵業が流行らなくなった代わりに、メディア王・海勝麟六が膨大な情報量と優れた頭脳を生かして、幾多の難事件を解決していた。しかし、実は麟六の推理...
"
C3 -シーキューブ-
",ある日、高校生の夜知春亮のもとに、旅先の父親から謎の黒い立方体が届く。それはヒトになるまで《負の思念》を取り込んだ、呪われた道具・禍具（ワース）だった。黒い立方体はフィアという少女に姿を変え...
"
ラストエグザイル-銀翼のファム-
",前作『LAST EXILE』から2年の歳月を経た世界。圧倒的な軍事力で世界統一へと突き進むアデス連邦と講和条約を結ぶため、聖地〈グラン・レイク〉へと赴いたトゥラン王国の第一王女リリアーナと第...
"
真剣で私に恋しなさい!!
",武道経験者のヒロインに囲まれた主人公の学園生活を進めていくのがゲーム『真剣で私に恋しなさい!』が原作のテレビアニメ。風間ファミリーが出来上がるまでの過程は省略されており、原作をなぞるのではな...
"
gdgd妖精s
",妖精の森に住む3匹の妖精、ピクピク・シルシル・コロコロが巻き起こす、gdgd（ぐだぐだ）でシュールな騒動の数々を描く15分枠の短編アニメーション
"
君と僕。
",小学校からの幼馴染コンビ・あきらと東晃一（こーちゃん）が穂稀高校の学生だった頃、職場体験（保父さん）として陽だまり幼稚園へ行く。その時に出会った4人組が双子の浅羽兄弟と塚原要・松岡春だった。...
"
蛍火の杜へ
",祖父の家へ遊びに来ていた6歳の少女・竹川蛍は、妖怪が住むという山神の森に迷い込み、人の姿をしたこの森に住む者・ギンと出会う。人に触れられると消えてしまうというギンに助けられ、森を出ることがで...
"
マケン姫っ!
",主人公を中心としたラブコメと、「マケン」という特殊能力を持った武器を用いたアクションシーンを組み合わせた物語構成。また、登場するキャラクターが、圧倒的に女性の方が多いというのも特徴。
"
ファイ・ブレイン 神のパズル
",√（ルート）学園に通う、パズル解きに天賦の才を持つ高校生・大門カイトは、幼なじみの井藤ノノハと共にひょんな事から賢者のパズルのひとつに挑戦することになり、そこに封じられていた「財」“オルペウ...
"
とある飛空士への追憶
",『とある飛空士への追憶』の世界では中央海と呼ばれる海を挟んで1万2000キロメートル隔たった西方大陸と東方大陸の2つの大陸のみが存在し、西方大陸を支配する神聖レヴァーム皇国と東方大陸を支配す...
"
HUNTER×HUNTER(2011)
",くじら島に住む少年ゴン=フリークスは、幼少期に森で巨獣に襲われている所をハンターの青年・カイトに助けられた。ゴンはこの時、死んだと思われていた父親・ジンは生きており、優秀なハンターとして活躍...
